24488,
9713,
18545,
26930,
22503,
20235,
26185,
17839,
8683,
11602,
23880,
23277,
28089,
9471,
25147,
12668,
6245,
4172,
15089,
17857,
8831,
2700,
25582,
19667,
19817,
16018,
18825,
3747,
434,
8657,
28469,
22625,
28908,
2641,
14320,
2657,
4428,
18389,
24111,
8784,
24292,
4507,
10511,
5852,
3406,
19384,
26730,
24673,
20566,
17699,
14448,
3412,
10775,
11851,
11357,
15270,
12117,
315,
3948,
27046,
2956,
4462,
17410,
8964,
6751,
17937,
8565,
27722,
5460,
21471,
6013,
23577,
3217,
4349,
13842,
26779,
22193,
11613,
24919,
21745,
19640,
14733,
9774,
24882,
12603,
15737,
29564,
22259,
7634,
20642,
19185,
20964,
4868,
11024,
11715,
12913,
5245,
7422,
29584,
7681,
2389,15466.0
9361,14923.0
11965,21385.0
1806,16452.0
9491,29077.0
505,29853.0
21280,21751.0
27782,29629.0
10279,10599.0
7176,24782.0
1610,24797.0
6030,15661.0
14820,17005.0
14275,24349.0
2330,26580.0
9602,20483.0
22933,28490.0
21110,29030.0
21682,26825.0
123,1502.0
5383,28892.0
11329,20095.0
6713,19214.0
21143,22949.0
6351,28090.0
140,10034.0
15131,26779.0
22065,25163.0
1035,24112.0
8893,10732.0
9264,14218.0
8179,23570.0
15257,17243.0
10927,15343.0
6046,17509.0
4273,17201.0
18017,18101.0
205,28380.0
9893,11111.0
9599,24702.0
10488,16495.0
9927,19906.0
5679,14943.0
26999,27041.0
16213,21722.0
18714,26630.0
3196,24728.0
7178,20702.0
13830,16300.0
5902,22393.0
13069,29835.0
5884,16155.0
8008,10867.0
21227,22311.0
2953,13275.0
19568,21850.0
3840,27765.0
4892,14238.0
2245,22980.0
4411,26791.0
23676,26091.0
1711,17614.0
9855,28562.0
25870,28224.0
279,9848.0
9155,11896.0
10065,20344.0
18963,27162.0
5766,25440.0
7690,19628.0
12134,27070.0
3834,28276.0
10761,25876.0
17587,22488.0
3345,14625.0
13751,23740.0
1084,19167.0
2228,8135.0
4965,26350.0
1407,28591.0
5938,13039.0
20933,26807.0
20265,25133.0
1939,3435.0
6729,12610.0
2930,4953.0
321,25680.0
207,26255.0
10343,17098.0
10058,13829.0
8212,16116.0
13388,17895.0
6712,21276.0
11060,29209.0
1659,18465.0
14176,28933.0
4854,8106.0
14946,25211.0
9792,17521.0
17787,24004.0
